"Rank","Economy","Income Group(Strength/Weakness)","Strength / Weakness","Value","Score"
"72","Romania","","","-","32.06"
"73","Lebanon","","","-","31.83"
"74","Mongolia","","","-","31.34"
"75","Ukraine","","","-","31.31"
"76","South Africa","","","-","31.15"
"77","Colombia","","","-","31.00"
"78","Indonesia","","","-","30.76"
"79","Russian Federation","","","-","30.06"
"80","Namibia","","","-","29.71"
"81","Tanzania, United Republic of","","","-","29.68"
"82","Brazil","","","-","29.58"
"83","Dominican Republic","","","-","29.45"
"84","Bolivia, Plurinational State of","","","-","29.37"
"85","Kenya","","","-","29.12"
"86","Kuwait","","","-","28.88"
"87","Mali","","","-","27.97"
"88","Cabo Verde","","","-","27.30"
"89","Guatemala","","","-","27.23"
"90","Trinidad and Tobago","","","-","26.72"
"91","Morocco","","","-","26.52"
"92","Sri Lanka","","","-","26.34"
"93","Azerbaijan","","","-","26.23"
"94","Belarus","","","-","26.04"
"95","India","","","-","25.86"
"96","Jamaica","","","-","25.57"
"97","Honduras","","","-","25.36"
"98","Egypt","","","-","25.06"
"99","Georgia","","","-","24.99"
"100","Burkina Faso","","","-","24.93"
"101","Philippines","","","-","24.82"
"102","Cote dIvoire","","","-","24.73"
"103","Zimbabwe","","","-","24.49"
"104","Malawi","","","-","24.15"
"105","Lesotho","","","-","23.79"
"106","Ethiopia","","","-","23.32"
"107","Bhutan","","","-","23.27"
"108","Cambodia","","","-","22.85"
"109","Ecuador","","","-","22.83"
"110","Botswana","","","-","22.73"
"111","Nigeria","","","-","22.49"
"112","Angola","","","-","22.18"
"113","Madagascar","","","-","22.10"
"114","Albania","","","-","21.99"
"115","Rwanda","","","-","21.57"
"116","Iran, Islamic Republic of","","","-","21.50"
"117","Kazakhstan","","","-","21.13"
"118","Nepal","","","-","21.05"
"119","Ghana","","","-","20.75"
"120","Swaziland","","","-","20.38"
"121","Pakistan","","","-","19.61"
"122","Gambia","","","-","18.62"
"123","Zambia","","","-","18.44"
"124","Bangladesh","","","-","18.27"
"125","Guinea","","","-","17.89"
"126","Uganda","","","-","17.86"
"127","Nicaragua","","","-","17.71"
"128","Mozambique","","","-","17.58"
"129","Venezuela, Bolivarian Republic of","","","-","17.54"
"130","Tajikistan","","","-","16.98"
"131","Tokelau","","","-","16.67"
"131","Turkmenistan","","","-","16.67"
"131","Timor-Leste","","","-","16.67"
"131","Tonga","","","-","16.67"
"131","Syrian Arab Republic","","","-","16.67"
"131","Turks and Caicos Islands","","","-","16.67"
"131","Chad","","","-","16.67"
"131","Sint Maarten (Dutch part)","","","-","16.67"
"131","South Sudan","","","-","16.67"
"131","Sao Tome and Principe","","","-","16.67"
"131","Suriname","","","-","16.67"
"131","Tuvalu","","","-","16.67"
"131","Taiwan, Province of China","","","-","16.67"
"131","Vanuatu","","","-","16.67"
"131","Samoa","","","-","16.67"
"131","Sudan (pre-secession)","","","-","16.67"
"131","Holy See (Vatican City State)","","","-","16.67"
"131","Saint Vincent and the Grenadines","","","-","16.67"
"131","Niue","","","-","16.67"
"131","New Caledonia","","","-","16.67"
"131","Nauru","","","-","16.67"
"131","Puerto Rico","","","-","16.67"
"131","Korea, Democratic People's Republic of","","","-","16.67"
"131","Palau","","","-","16.67"
"131","Papua New Guinea","","","-","16.67"
"131","Réunion","","","-","16.67"
"131","Palestinian Territory, Occupied","","","-","16.67"
"131","French Polynesia","","","-","16.67"
"131","San Marino","","","-","16.67"
"131","Somalia","","","-","16.67"
"131","Solomon Islands","","","-","16.67"
"131","Sierra Leone","","","-","16.67"
"131","Virgin Islands, British","","","-","16.67"
"131","Virgin Islands, U.S.","","","-","16.67"
"131","Mauritania","","","-","16.67"
"131","Montserrat","","","-","16.67"
"131","Martinique","","","-","16.67"
"131","Mayotte","","","-","16.67"
"131","Marshall Islands","","","-","16.67"
"131","Northern Mariana Islands","","","-","16.67"
"131","Maldives","","","-","16.67"
"131","Monaco","","","-","16.67"
"131","Macao","","","-","16.67"
"131","Saint Martin (French part)","","","-","16.67"
"131","Liberia","","","-","16.67"
"131","Libya","","","-","16.67"
"131","Saint Lucia","","","-","16.67"
"131","Liechtenstein","","","-","16.67"
"131","Guinea Bissau","","","-","16.67"
"131","Equatorial Guinea","","","-","16.67"
"131","Grenada","","","-","16.67"
"131","Greenland","","","-","16.67"
"131","French Guiana","","","-","16.67"
"131","Guam","","","-","16.67"
"131","Isle of Man","","","-","16.67"
"131","Haiti","","","-","16.67"
"131","Kiribati","","","-","16.67"
"131","Saint Kitts and Nevis","","","-","16.67"
"131","Kosovo","","","-","16.67"
"131","Iraq","","","-","16.67"
"131","Jersey","","","-","16.67"
"131","Andorra","","","-","16.67"
"131","Netherlands Antilles","","","-","16.67"
"131","Anguilla","","","-","16.67"
"131","Aruba","","","-","16.67"
"131","Afghanistan","","","-","16.67"
"131","American Samoa","","","-","16.67"
"131","Antigua and Barbuda","","","-","16.67"
"131","Central African Republic","","","-","16.67"
"131","Channel Islands","","","-","16.67"
"131","Belize","","","-","16.67"
"131","Bermuda","","","-","16.67"
"131","Bahamas","","","-","16.67"
"131","Gibraltar","","","-","16.67"
"131","Faroe Islands","","","-","16.67"
"131","Micronesia, Federated States of","","","-","16.67"
"131","Gabon","","","-","16.67"
"131","Algeria","","","-","15.61"
"131","Eritrea","","","-","16.67"
"131","Comoros","","","-","16.67"
"131","Congo, Democratic Republic of the","","","-","16.67"
"131","Congo","","","-","16.67"
"131","Cook Islands","","","-","16.67"
"131","Djibouti","","","-","16.67"
"131","Dominica","","","-","16.67"
"131","Cuba","","","-","16.67"
"131","Curaçao","","","-","16.67"
"131","Cayman Islands","","","-","16.67"
"132","Kyrgyzstan","","Weakness","-","15.49"
"133","Burundi","","","-","15.08"
"134","Yemen","","","-","14.49"
"135","Bosnia and Herzegovina","","Weakness","-","13.42"
"136","Myanmar","","","-","13.26"
"137","Fiji","","Weakness","-","10.64"
"138","Uzbekistan","","Weakness","-","8.55"
"139","Sudan","","Weakness","-","1.28"
"140","Niger","","Weakness","-","0.75"
"141","Togo","","Weakness","-","0.49"
